@T,table,,,,
Created,2018-11-09 16:31,,,,
Author,HortonMachine library,,,,
@H,timestamp,value_1,value_1,val_1,val_1
ID,,1,1,1,1
Type,Date,Double,Double,,
Format,yyyy-MM-dd HH:mm,LeafTemperature Sun,LeafTemperature Shadow,Air Temperature (°C),Air Temperature (K)
,2018-08-08 18:00,293.8068309534,291.9692754571,18.875,291.875
,2018-08-08 19:00,293.1635852784,291.0378882185,18.0583333333,291.0583333333
,2018-08-08 20:00,289.9067227368,289.9166666667,16.9166666667,289.9166666667
,2018-08-08 21:00,289.1970302042,289.175,16.175,289.175
,2018-08-08 22:00,288.8648297451,288.8416666667,15.8416666667,288.8416666667
,2018-08-08 23:00,288.8155576424,288.7833333333,15.7833333333,288.7833333333
,2018-08-09 00:00,288.9292969195,288.9333333333,15.9333333333,288.9333333333
,2018-08-09 01:00,289.2427782326,289.3333333333,16.3333333333,289.3333333333
,2018-08-09 02:00,289.3203849517,289.4416666667,16.4416666667,289.4416666667
,2018-08-09 03:00,289.5319557914,289.7083333333,16.7083333333,289.7083333333
,2018-08-09 04:00,289.4047040141,289.5916666667,16.5916666667,289.5916666667
,2018-08-09 05:00,289.637080177,289.8416666667,16.8416666667,289.8416666667
,2018-08-09 06:00,301.8064462817,291.3403107079,17.45,290.45
,2018-08-09 07:00,302.4207374264,293.0257681857,19.675,292.675
,2018-08-09 08:00,307.1874891658,296.3894386375,23.6333333333,296.6333333333
,2018-08-09 09:00,308.4904590897,298.7892396454,26.55,299.55
,2018-08-09 10:00,307.7649435257,299.5893901451,27.5416666667,300.5416666667
,2018-08-09 11:00,305.0735523832,299.0771361525,27.025,300.025
,2018-08-09 12:00,299.5808905486,297.4168405332,25.0333333333,298.0333333333
,2018-08-09 13:00,294.498051238,293.6717026259,20.6833333333,293.6833333333
,2018-08-09 14:00,292.8758661157,292.1485881994,18.75,291.75
,2018-08-09 15:00,291.5877563817,290.9884037331,17.525,290.525
,2018-08-09 16:00,291.7728971026,290.6144513456,17.1833333333,290.1833333333
,2018-08-09 17:00,295.5828316103,291.5722913799,18.05,291.05
,2018-08-09 18:00,292.9406467973,291.1537673249,17.9833333333,290.9833333333
,2018-08-09 19:00,289.4115850711,289.3575260534,16.3666666667,289.3666666667
,2018-08-09 20:00,288.9000636129,288.875,15.875,288.875
,2018-08-09 21:00,289.5768135616,289.5666666667,16.5666666667,289.5666666667
,2018-08-09 22:00,289.7932540591,289.8833333333,16.8833333333,289.8833333333
,2018-08-09 23:00,288.7776406531,288.8,15.8,288.8
,2018-08-10 00:00,287.9841453984,287.9666666667,14.9666666667,287.9666666667
,2018-08-10 01:00,287.5870043616,287.55,14.55,287.55
,2018-08-10 02:00,287.299360859,287.2583333333,14.2583333333,287.2583333333
,2018-08-10 03:00,287.5782616063,287.55,14.55,287.55
,2018-08-10 04:00,287.6945373608,287.725,14.725,287.725
,2018-08-10 05:00,288.5129927634,288.8083333333,15.8083333333,288.8083333333
,2018-08-10 06:00,295.2041364618,289.6744458852,16.5583333333,289.5583333333
,2018-08-10 07:00,301.2742074427,291.7658401154,17.8083333333,290.8083333333
,2018-08-10 08:00,302.5109194318,293.5581794339,19.9666666667,292.9666666667
,2018-08-10 09:00,305.0846327927,295.6470642178,22.1666666667,295.1666666667
,2018-08-10 10:00,306.0530586464,297.0649773406,24.75,297.75
,2018-08-10 11:00,304.3202735517,297.3543432737,25.2916666667,298.2916666667
,2018-08-10 12:00,306.3098610363,298.3104522777,26.1833333333,299.1833333333
,2018-08-10 13:00,303.5912461649,298.0190163032,25.9833333333,298.9833333333
,2018-08-10 14:00,303.0240498873,297.8818473292,25.8166666667,298.8166666667
,2018-08-10 15:00,302.4161290093,297.6493380172,25.625,298.625
,2018-08-10 16:00,303.3206455979,297.9681792345,26.125,299.125
,2018-08-10 17:00,299.3573525267,296.386898636,24.075,297.075
,2018-08-10 18:00,296.2996210884,294.4233370517,21.8666666667,294.8666666667
,2018-08-10 19:00,293.0176913889,292.7327146534,20.2,293.2
,2018-08-10 20:00,291.8350907824,292.2416666667,19.2416666667,292.2416666667
,2018-08-10 21:00,291.1533286668,291.475,18.475,291.475
,2018-08-10 22:00,290.6054070828,290.8583333333,17.8583333333,290.8583333333
,2018-08-10 23:00,290.3322835479,290.6,17.6,290.6
,2018-08-11 00:00,289.808479824,290.0166666667,17.0166666667,290.0166666667
,2018-08-11 01:00,289.6093736839,289.8,16.8,289.8
,2018-08-11 02:00,289.4312090591,289.6333333333,16.6333333333,289.6333333333
,2018-08-11 03:00,288.9598208644,289.1166666667,16.1166666667,289.1166666667
,2018-08-11 04:00,288.6916462315,288.8166666667,15.8166666667,288.8166666667
,2018-08-11 05:00,288.6806755697,288.8666666667,15.8666666667,288.8666666667
,2018-08-11 06:00,299.7496711478,290.1444431543,16.5,289.5
,2018-08-11 07:00,302.5483908928,291.8944377174,18.5,291.5
,2018-08-11 08:00,306.6244689157,295.7256471942,23.0666666667,296.0666666667
,2018-08-11 09:00,308.01345777,297.8071832257,25.525,298.525
,2018-08-11 10:00,306.8925862057,298.4477967939,26.3416666667,299.3416666667
,2018-08-11 11:00,306.148850224,298.6850993854,26.6666666667,299.6666666667
,2018-08-11 12:00,303.8741049751,298.0617965747,25.8,298.8
,2018-08-11 13:00,303.3270340074,298.2321466554,26.1,299.1
,2018-08-11 14:00,297.8928443501,295.9642618571,23.675,296.675
,2018-08-11 15:00,298.8389306777,296.0480255161,23.6166666667,296.6166666667
,2018-08-11 16:00,300.645929579,296.3577488094,24.2416666667,297.2416666667
,2018-08-11 17:00,299.9362672616,295.5624257031,23.025,296.025
,2018-08-11 18:00,297.5543360724,294.3009266638,21.8333333333,294.8333333333
,2018-08-11 19:00,294.3814133732,292.5317088151,20.0916666667,293.0916666667
,2018-08-11 20:00,291.2951737594,291.8416666667,18.8416666667,291.8416666667
,2018-08-11 21:00,290.7686923488,291.1833333333,18.1833333333,291.1833333333
,2018-08-11 22:00,290.9551641245,291.3583333333,18.3583333333,291.3583333333
,2018-08-11 23:00,291.0581044796,291.3916666667,18.3916666667,291.3916666667
,2018-08-12 00:00,291.7980699733,292.2333333333,19.2333333333,292.2333333333
,2018-08-12 01:00,291.2018807832,291.5083333333,18.5083333333,291.5083333333
,2018-08-12 02:00,290.927769697,291.225,18.225,291.225
,2018-08-12 03:00,290.9099916787,291.2333333333,18.2333333333,291.2333333333
,2018-08-12 04:00,290.6027238442,290.8166666667,17.8166666667,290.8166666667
,2018-08-12 05:00,290.2894950599,290.5583333333,17.5583333333,290.5583333333
,2018-08-12 06:00,300.6134386694,291.4838574161,18.0916666667,291.0916666667
,2018-08-12 07:00,304.085612412,292.931265557,19.3333333333,292.3333333333
,2018-08-12 08:00,299.2521234434,294.1743571046,21.5833333333,294.5833333333
,2018-08-12 09:00,302.0002583082,295.5134132091,23.1166666667,296.1166666667
,2018-08-12 10:00,305.0959588302,296.9422503408,24.675,297.675
,2018-08-12 11:00,304.3815676647,297.3772167289,25.275,298.275
,2018-08-12 12:00,305.1823655494,297.7261211228,25.7833333333,298.7833333333
,2018-08-12 13:00,300.2968099068,296.3025496192,24.3,297.3
,2018-08-12 14:00,306.2410510017,298.2511512791,26.5416666667,299.5416666667
,2018-08-12 15:00,302.962953042,297.5089886709,25.95,298.95
,2018-08-12 16:00,301.0734053879,296.6132612797,24.9916666667,297.9916666667
,2018-08-12 17:00,297.5344657278,295.2423128016,23.3916666667,296.3916666667
,2018-08-12 18:00,296.6465524218,293.7535248939,21.2166666667,294.2166666667
,2018-08-12 19:00,292.2379440138,292.0249139475,19.7916666667,292.7916666667
,2018-08-12 20:00,291.2230340097,291.875,18.875,291.875
,2018-08-12 21:00,290.7824626324,291.3666666667,18.3666666667,291.3666666667
,2018-08-12 22:00,290.3385794627,290.8333333333,17.8333333333,290.8333333333
,2018-08-12 23:00,289.9530395313,290.325,17.325,290.325
,2018-08-13 00:00,289.6914612454,290.0416666667,17.0416666667,290.0416666667
,2018-08-13 01:00,289.3335960298,289.6083333333,16.6083333333,289.6083333333
,2018-08-13 02:00,289.1538171415,289.4166666667,16.4166666667,289.4166666667
,2018-08-13 03:00,288.9433174571,289.1333333333,16.1333333333,289.1333333333
,2018-08-13 04:00,288.8386892803,289.0583333333,16.0583333333,289.0583333333
,2018-08-13 05:00,288.7056024642,288.9,15.9,288.9
,2018-08-13 06:00,297.0164833573,289.9746598686,16.5083333333,289.5083333333
,2018-08-13 07:00,302.8228342517,291.9475211852,18.4666666667,291.4666666667
,2018-08-13 08:00,306.6080948006,295.7558374908,23.1,296.1
,2018-08-13 09:00,306.7165248726,297.2537298245,24.8583333333,297.8583333333
,2018-08-13 10:00,305.5372170135,297.8519039401,25.5333333333,298.5333333333
,2018-08-13 11:00,305.9944203206,298.3736594348,26.1083333333,299.1083333333
,2018-08-13 12:00,299.0757480509,296.5878486275,24.2166666667,297.2166666667
,2018-08-13 13:00,296.9476722301,294.6021658393,21.5666666667,294.5666666667
,2018-08-13 14:00,298.2965511822,293.0197823332,19.575,292.575
,2018-08-13 15:00,303.6986034957,294.8616793124,21.425,294.425
,2018-08-13 16:00,300.8204743266,294.8818677903,21.8083333333,294.8083333333
,2018-08-13 17:00,297.2508708969,294.3544046465,21.25,294.25
,2018-08-13 18:00,294.9737186421,292.6522665981,19.6083333333,292.6083333333
,2018-08-13 19:00,292.2802250854,291.5546201121,18.65,291.65
,2018-08-13 20:00,290.7581424034,290.8083333333,17.8083333333,290.8083333333
,2018-08-13 21:00,289.7819793805,289.7833333333,16.7833333333,289.7833333333
,2018-08-13 22:00,289.6383313967,289.6083333333,16.6083333333,289.6083333333
,2018-08-13 23:00,289.4791018452,289.45,16.45,289.45
,2018-08-14 00:00,289.2658561941,289.225,16.225,289.225
,2018-08-14 01:00,288.5563867799,288.5166666667,15.5166666667,288.5166666667
,2018-08-14 02:00,288.0657017972,288.025,15.025,288.025
,2018-08-14 03:00,287.8838622674,287.8333333333,14.8333333333,287.8333333333
,2018-08-14 04:00,287.8416370847,287.7916666667,14.7916666667,287.7916666667
,2018-08-14 05:00,288.0052074341,287.9416666667,14.9416666667,287.9416666667
,2018-08-14 06:00,298.6600954175,289.4317188998,15.575,288.575
,2018-08-14 07:00,302.4179140508,291.1469992775,16.95,289.95
,2018-08-14 08:00,301.6529824844,292.4970416794,18.2916666667,291.2916666667
,2018-08-14 09:00,304.0644617462,294.067321433,19.9916666667,292.9916666667
,2018-08-14 10:00,299.8472463618,294.1461389902,20.5083333333,293.5083333333
,2018-08-14 11:00,299.6153500431,294.6013001338,21.3333333333,294.3333333333
,2018-08-14 12:00,297.9670151141,294.3749794541,21.1833333333,294.1833333333
,2018-08-14 13:00,301.4593258622,295.4482633459,22.35,295.35
,2018-08-14 14:00,300.9605957457,295.4925773291,22.425,295.425
,2018-08-14 15:00,302.4874952441,295.9243882032,22.55,295.55
,2018-08-14 16:00,298.1384122876,294.8508722755,22.0083333333,295.0083333333
,2018-08-14 17:00,292.1034295823,291.5959568866,18.5416666667,291.5416666667
,2018-08-14 18:00,289.3701654209,289.1931567216,16.1583333333,289.1583333333
,2018-08-14 19:00,288.7053315097,288.7,15.7,288.7
,2018-08-14 20:00,288.6883026712,288.675,15.675,288.675
,2018-08-14 21:00,289.1561790207,289.2416666667,16.2416666667,289.2416666667
,2018-08-14 22:00,288.5815785376,288.5916666667,15.5916666667,288.5916666667
,2018-08-14 23:00,288.191390956,288.1666666667,15.1666666667,288.1666666667
,2018-08-15 00:00,287.8883030812,287.85,14.85,287.85
,2018-08-15 01:00,287.4111014867,287.3666666667,14.3666666667,287.3666666667
,2018-08-15 02:00,287.0546119971,287.0083333333,14.0083333333,287.0083333333
,2018-08-15 03:00,287.1522284465,287.1,14.1,287.1
,2018-08-15 04:00,287.0980943821,287.05,14.05,287.05
,2018-08-15 05:00,287.1859578166,287.125,14.125,287.125
,2018-08-15 06:00,298.5495672943,288.4979813464,14.6333333333,287.6333333333
,2018-08-15 07:00,300.0862732074,289.2364832072,15.3,288.3
,2018-08-15 08:00,305.4232142877,293.0835801829,19.9166666667,292.9166666667
,2018-08-15 09:00,304.5615785877,295.105203345,22.6166666667,295.6166666667
,2018-08-15 10:00,300.4663537931,295.0374494124,22.7083333333,295.7083333333
,2018-08-15 11:00,300.0178805972,295.1748378873,23.0083333333,296.0083333333
,2018-08-15 12:00,301.30603716,295.8888962962,23.9833333333,296.9833333333
,2018-08-15 13:00,299.6135582638,295.5775796939,23.725,296.725
,2018-08-15 14:00,302.477534261,296.0934389441,24.1666666667,297.1666666667
,2018-08-15 15:00,302.7217136957,296.4255518048,24.8,297.8
,2018-08-15 16:00,303.7554708156,296.7492690034,25.4333333333,298.4333333333
,2018-08-15 17:00,296.7006976962,294.252559809,22.1333333333,295.1333333333
,2018-08-15 18:00,292.2832858889,291.4680854294,19.1,292.1
,2018-08-15 19:00,290.153229723,289.9741623711,17.65,290.65
,2018-08-15 20:00,289.3338369277,289.8583333333,16.8583333333,289.8583333333
,2018-08-15 21:00,289.4677269005,290,17,290
,2018-08-15 22:00,289.7066228151,290.2083333333,17.2083333333,290.2083333333
,2018-08-15 23:00,289.7900444322,290.3,17.3,290.3
,2018-08-16 00:00,289.869494925,290.425,17.425,290.425
,2018-08-16 01:00,289.54492429,289.9416666667,16.9416666667,289.9416666667
,2018-08-16 02:00,289.6775688962,290.125,17.125,290.125
,2018-08-16 03:00,289.4882214185,289.8833333333,16.8833333333,289.8833333333
,2018-08-16 04:00,289.2770805165,289.5666666667,16.5666666667,289.5666666667
,2018-08-16 05:00,288.8145175413,289.1833333333,16.1833333333,289.1833333333
,2018-08-16 06:00,297.5249541682,290.0330101552,16.525,289.525
,2018-08-16 07:00,298.0229034085,291.1311413942,17.6833333333,290.6833333333
,2018-08-16 08:00,301.527166202,293.0179579288,19.3416666667,292.3416666667
,2018-08-16 09:00,304.1427625722,294.5199418828,21.4333333333,294.4333333333
,2018-08-16 10:00,302.0685279848,295.5225670828,23.25,296.25
,2018-08-16 11:00,299.4193871113,294.6380110463,22.425,295.425
,2018-08-16 12:00,304.2088810161,296.2283026408,24.1166666667,297.1166666667
,2018-08-16 13:00,303.8843601412,296.5749342553,24.6333333333,297.6333333333
,2018-08-16 14:00,304.1170781756,296.8036057748,24.9416666667,297.9416666667
,2018-08-16 15:00,302.5887349998,296.4392549474,24.7,297.7
,2018-08-16 16:00,302.2416693135,296.2731516149,24.5833333333,297.5833333333
,2018-08-16 17:00,299.838021379,295.0610051395,23.025,296.025
,2018-08-16 18:00,295.91663025,293.201995817,20.9166666667,293.9166666667
,2018-08-16 19:00,291.6139055857,291.1035927812,18.725,291.725
,2018-08-16 20:00,289.9647647443,290.475,17.475,290.475
,2018-08-16 21:00,289.964834192,290.4916666667,17.4916666667,290.4916666667
,2018-08-16 22:00,289.549496054,290,17,290
,2018-08-16 23:00,289.7902663968,290.1583333333,17.1583333333,290.1583333333
,2018-08-17 00:00,289.4295321649,289.8916666667,16.8916666667,289.8916666667
,2018-08-17 01:00,288.5272682968,289.0583333333,16.0583333333,289.0583333333
,2018-08-17 02:00,288.0164034738,288.5583333333,15.5583333333,288.5583333333
,2018-08-17 03:00,287.8385553621,288.3916666667,15.3916666667,288.3916666667
,2018-08-17 04:00,287.7713070307,288.325,15.325,288.325
,2018-08-17 05:00,287.4627634625,287.9583333333,14.9583333333,287.9583333333
,2018-08-17 06:00,298.401520737,288.5076893421,15.25,288.25
,2018-08-17 07:00,300.7489474826,290.4471469851,17.1666666667,290.1666666667
,2018-08-17 08:00,306.0033200959,294.6522289024,22.2833333333,295.2833333333
,2018-08-17 09:00,306.9522506338,296.4508170844,24.5333333333,297.5333333333
,2018-08-17 10:00,306.1014709275,297.5041591677,25.7166666667,298.7166666667
,2018-08-17 11:00,304.4518536885,297.2890760525,25.4416666667,298.4416666667
,2018-08-17 12:00,304.4038259565,297.6072878391,25.7083333333,298.7083333333
,2018-08-17 13:00,305.3303099294,298.2531611098,26.4583333333,299.4583333333
,2018-08-17 14:00,304.1370681963,297.9615214401,26.2416666667,299.2416666667
,2018-08-17 15:00,304.3898195905,298.0667249767,26.4416666667,299.4416666667
,2018-08-17 16:00,303.0746892665,297.3698658892,25.65,298.65
,2018-08-17 17:00,297.4198217521,294.896498392,22.4666666667,295.4666666667
,2018-08-17 18:00,296.0301734188,293.5915338623,21.2333333333,294.2333333333
,2018-08-17 19:00,292.5482295283,292.385080395,20.0416666667,293.0416666667
,2018-08-17 20:00,291.7075599557,292.35,19.35,292.35
,2018-08-17 21:00,291.4576372972,292.025,19.025,292.025
,2018-08-17 22:00,291.4778443274,291.9583333333,18.9583333333,291.9583333333
,2018-08-17 23:00,290.9386363799,291.3833333333,18.3833333333,291.3833333333
,2018-08-18 00:00,290.3496486343,290.7583333333,17.7583333333,290.7583333333
