@T,table,,,,
Created,2018-11-09 16:31,,,,
Author,HortonMachine library,,,,
@H,timestamp,value_1,value_1,val_1,val_1
ID,,1,1,1,1
Type,Date,Double,Double,,
Format,yyyy-MM-dd HH:mm,LeafTemperature Sun,LeafTemperature Shadow,Air Temperature (°C),Air Temperature (K)
,2018-05-24 22:00,286.2683377589,286.3166666667,13.3166666667,286.3166666667
,2018-05-24 23:00,285.9899855089,286.0416666667,13.0416666667,286.0416666667
,2018-05-25 00:00,285.9301649903,285.9666666667,12.9666666667,285.9666666667
,2018-05-25 01:00,285.6658750502,285.7083333333,12.7083333333,285.7083333333
,2018-05-25 02:00,285.3357442019,285.35,12.35,285.35
,2018-05-25 03:00,285.2140985472,285.225,12.225,285.225
,2018-05-25 04:00,284.9549152117,284.9583333333,11.9583333333,284.9583333333
,2018-05-25 05:00,290.8523637599,285.4815200473,12.0333333333,285.0333333333
,2018-05-25 06:00,296.2240594953,286.8547270623,13.275,286.275
,2018-05-25 07:00,304.5522337763,291.0217996606,17.8,290.8
,2018-05-25 08:00,303.0806152642,292.7874270405,19.9666666667,292.9666666667
,2018-05-25 09:00,304.5508165314,295.1285306527,22.625,295.625
,2018-05-25 10:00,304.1740236917,295.9042413354,23.7,296.7
,2018-05-25 11:00,304.6616714485,296.4387075923,24.3166666667,297.3166666667
,2018-05-25 12:00,302.4785283721,295.9021906216,23.85,296.85
,2018-05-25 13:00,300.1030259663,295.3270852257,23.2583333333,296.2583333333
,2018-05-25 14:00,298.7474529471,294.7315994802,22.6416666667,295.6416666667
,2018-05-25 15:00,303.8653567913,296.2470047887,24.3416666667,297.3416666667
,2018-05-25 16:00,302.2199159267,296.0658984663,24.2916666667,297.2916666667
,2018-05-25 17:00,297.3142925845,294.2413836187,22.35,295.35
,2018-05-25 18:00,294.8540539461,292.3992671869,20.0833333333,293.0833333333
,2018-05-25 19:00,292.6268792499,290.8054406715,18.5,291.5
,2018-05-25 20:00,289.8404597596,290.4666666667,17.4666666667,290.4666666667
,2018-05-25 21:00,289.1721485079,289.7,16.7,289.7
,2018-05-25 22:00,288.8898907683,289.3916666667,16.3916666667,289.3916666667
,2018-05-25 23:00,288.697344469,289.1083333333,16.1083333333,289.1083333333
,2018-05-26 00:00,289.8712968899,290.4083333333,17.4083333333,290.4083333333
,2018-05-26 01:00,290.1852416966,290.7916666667,17.7916666667,290.7916666667
,2018-05-26 02:00,289.1737062994,289.5583333333,16.5583333333,289.5583333333
,2018-05-26 03:00,288.407583737,288.7416666667,15.7416666667,288.7416666667
,2018-05-26 04:00,287.4415588281,287.6333333333,14.6333333333,287.6333333333
,2018-05-26 05:00,299.0993021111,287.8823304959,14.6416666667,287.6416666667
,2018-05-26 06:00,297.1749527315,289.0400599833,15.6583333333,288.6583333333
,2018-05-26 07:00,303.8660633811,292.2493048063,19.2583333333,292.2583333333
,2018-05-26 08:00,304.6622126045,294.7195235232,22.1666666667,295.1666666667
,2018-05-26 09:00,305.0526563839,296.0128640328,23.75,296.75
,2018-05-26 10:00,303.843520271,295.9945508087,23.6833333333,296.6833333333
,2018-05-26 11:00,302.9863745013,296.1598186309,23.8,296.8
,2018-05-26 12:00,303.1535180891,296.5413655208,24.2333333333,297.2333333333
,2018-05-26 13:00,301.888518643,296.1686805504,23.825,296.825
,2018-05-26 14:00,300.3543897023,295.8728602115,23.5583333333,296.5583333333
,2018-05-26 15:00,298.4589848328,294.9815085108,22.4166666667,295.4166666667
,2018-05-26 16:00,303.1467693243,296.1942317455,23.6416666667,296.6416666667
,2018-05-26 17:00,302.3779422599,295.9979513524,23.875,296.875
,2018-05-26 18:00,296.0265836284,293.9770045081,21.55,294.55
,2018-05-26 19:00,292.3818919439,291.9962529158,19.5916666667,292.5916666667
,2018-05-26 20:00,291.3965800129,291.925,18.925,291.925
,2018-05-26 21:00,291.0409669281,291.475,18.475,291.475
,2018-05-26 22:00,290.3522454331,290.6083333333,17.6083333333,290.6083333333
,2018-05-26 23:00,290.0762890082,290.3,17.3,290.3
,2018-05-27 00:00,289.6925174861,289.8083333333,16.8083333333,289.8083333333
,2018-05-27 01:00,289.9193133861,290.075,17.075,290.075
,2018-05-27 02:00,289.7552799931,289.9166666667,16.9166666667,289.9166666667
,2018-05-27 03:00,289.7090682744,289.9083333333,16.9083333333,289.9083333333
,2018-05-27 04:00,289.5095453941,289.6833333333,16.6833333333,289.6833333333
,2018-05-27 05:00,302.3446903748,289.7760659647,16.475,289.475
,2018-05-27 06:00,302.0536367675,291.2072726717,17.6333333333,290.6333333333
,2018-05-27 07:00,304.663806641,293.6082622875,20.2916666667,293.2916666667
,2018-05-27 08:00,305.0859741146,295.5171860712,22.7333333333,295.7333333333
,2018-05-27 09:00,302.7439867777,296.0888535198,23.5833333333,296.5833333333
,2018-05-27 10:00,303.9385515844,296.7993275253,24.5,297.5
,2018-05-27 11:00,304.1317681963,296.9771410027,24.625,297.625
,2018-05-27 12:00,297.0805789817,295.2106289378,22.8666666667,295.8666666667
,2018-05-27 13:00,295.3947511646,293.9346938707,21.25,294.25
,2018-05-27 14:00,295.385759614,293.7538516833,20.925,293.925
,2018-05-27 15:00,292.9631100845,291.922566791,18.5083333333,291.5083333333
,2018-05-27 16:00,291.977602131,291.2995856277,17.875,290.875
,2018-05-27 17:00,291.6862799537,291.0617693429,17.6333333333,290.6333333333
,2018-05-27 18:00,291.1709149833,290.9300308458,17.8,290.8
,2018-05-27 19:00,299.2208129137,294.0521879835,17.2666666667,290.2666666667
,2018-05-27 20:00,289.5000189678,289.5833333333,16.5833333333,289.5833333333
,2018-05-27 21:00,288.1887848493,288.2,15.2,288.2
,2018-05-27 22:00,287.7342130827,287.7,14.7,287.7
,2018-05-27 23:00,287.1146331124,287.0916666667,14.0916666667,287.0916666667
,2018-05-28 00:00,286.2776592414,286.2333333333,13.2333333333,286.2333333333
,2018-05-28 01:00,285.7436153905,285.7,12.7,285.7
,2018-05-28 02:00,285.7068268712,285.6833333333,12.6833333333,285.6833333333
,2018-05-28 03:00,285.8598700511,285.875,12.875,285.875
,2018-05-28 04:00,286.03476861,286.0916666667,13.0916666667,286.0916666667
,2018-05-28 05:00,299.81449661,287.0655467067,13.625,286.625
,2018-05-28 06:00,289.7174285082,287.8221692747,14.3166666667,287.3166666667
,2018-05-28 07:00,297.7311143073,289.3823472779,15.775,288.775
,2018-05-28 08:00,302.4145374559,292.9050256376,19.3083333333,292.3083333333
,2018-05-28 09:00,297.5209651712,292.3869098193,18.875,291.875
,2018-05-28 10:00,301.7629580513,295.0821274076,22.2083333333,295.2083333333
,2018-05-28 11:00,302.0343544777,295.6989180608,23.5083333333,296.5083333333
,2018-05-28 12:00,304.3192964039,296.6621072282,24.65,297.65
,2018-05-28 13:00,302.9243122478,296.4233003934,24.2583333333,297.2583333333
,2018-05-28 14:00,300.6215873284,295.7623414756,23.6,296.6
,2018-05-28 15:00,302.9004643569,296.2773419982,24.1916666667,297.1916666667
,2018-05-28 16:00,301.54789133,295.8021915997,23.725,296.725
,2018-05-28 17:00,300.4921149504,295.1602156302,23.175,296.175
,2018-05-28 18:00,296.2912687771,293.4692175097,21.2416666667,294.2416666667
,2018-05-28 19:00,292.5474189019,291.143917456,18.625,291.625
,2018-05-28 20:00,289.8639730861,290.4583333333,17.4583333333,290.4583333333
,2018-05-28 21:00,289.4032051671,289.9166666667,16.9166666667,289.9166666667
,2018-05-28 22:00,289.2454138284,289.8666666667,16.8666666667,289.8666666667
,2018-05-28 23:00,288.9174529552,289.5416666667,16.5416666667,289.5416666667
,2018-05-29 00:00,288.7292595067,289.3,16.3,289.3
,2018-05-29 01:00,288.7320282394,289.2,16.2,289.2
,2018-05-29 02:00,288.922348988,289.375,16.375,289.375
,2018-05-29 03:00,289.3593229759,289.5083333333,16.5083333333,289.5083333333
,2018-05-29 04:00,288.7324884727,288.725,15.725,288.725
,2018-05-29 05:00,293.4446378914,289.4474839229,15.8,288.8
,2018-05-29 06:00,300.3746143563,290.2657298671,16.2916666667,289.2916666667
,2018-05-29 07:00,302.2255732016,291.942164307,18.0916666667,291.0916666667
,2018-05-29 08:00,302.9470537365,293.3462900166,19.9166666667,292.9166666667
,2018-05-29 09:00,300.3513072892,294.1647677165,21.05,294.05
,2018-05-29 10:00,299.1429997487,294.5704173913,21.5083333333,294.5083333333
,2018-05-29 11:00,297.9315105366,293.7911294673,20.6666666667,293.6666666667
,2018-05-29 12:00,296.936604038,293.6514876706,20.3333333333,293.3333333333
,2018-05-29 13:00,294.8946104505,292.6339244385,19.275,292.275
,2018-05-29 14:00,296.0354594593,292.6632285552,19.425,292.425
,2018-05-29 15:00,302.589669706,294.1686397959,20.9333333333,293.9333333333
,2018-05-29 16:00,302.4255349652,295.1289973865,22.4916666667,295.4916666667
,2018-05-29 17:00,300.0159657403,294.0346482331,21.325,294.325
,2018-05-29 18:00,297.7706979609,291.9380677832,19.2666666667,292.2666666667
,2018-05-29 19:00,292.4446979066,290.129570393,17.4916666667,290.4916666667
,2018-05-29 20:00,288.8682777061,289.0833333333,16.0833333333,289.0833333333
,2018-05-29 21:00,288.8193676588,288.975,15.975,288.975
,2018-05-29 22:00,288.5428161646,288.65,15.65,288.65
,2018-05-29 23:00,288.0140179879,288.05,15.05,288.05
,2018-05-30 00:00,287.9420222849,287.975,14.975,287.975
,2018-05-30 01:00,287.5352470755,287.5666666667,14.5666666667,287.5666666667
,2018-05-30 02:00,287.3242700222,287.325,14.325,287.325
,2018-05-30 03:00,287.2201943645,287.225,14.225,287.225
,2018-05-30 04:00,286.8570227647,286.85,13.85,286.85
,2018-05-30 05:00,294.4252694575,287.7343441581,14.325,287.325
,2018-05-30 06:00,301.3755025885,289.1862049469,15.5333333333,288.5333333333
,2018-05-30 07:00,303.8017780409,292.3485734618,18.8916666667,291.8916666667
,2018-05-30 08:00,303.7804568591,293.7910124997,20.5916666667,293.5916666667
,2018-05-30 09:00,303.8524097399,295.3004839725,22.5833333333,295.5833333333
,2018-05-30 10:00,304.7827136992,296.4668729948,23.9916666667,296.9916666667
,2018-05-30 11:00,304.5597059841,296.8100464238,24.4583333333,297.4583333333
,2018-05-30 12:00,302.6122526404,296.764798327,24.4416666667,297.4416666667
,2018-05-30 13:00,295.0782641103,293.9708043876,21.275,294.275
,2018-05-30 14:00,290.4024280452,289.7494985127,16.45,289.45
,2018-05-30 15:00,291.0206787946,289.2956756276,15.6333333333,288.6333333333
,2018-05-30 16:00,293.3443707194,289.9240865292,16.3,289.3
,2018-05-30 17:00,297.5823124621,291.1564462246,17.5166666667,290.5166666667
,2018-05-30 18:00,295.9499772776,290.9388338832,17.5833333333,290.5833333333
,2018-05-30 19:00,289.7416349948,288.7949629276,15.7916666667,288.7916666667
,2018-05-30 20:00,287.6605532541,287.65,14.65,287.65
,2018-05-30 21:00,287.1583412576,287.1333333333,14.1333333333,287.1333333333
,2018-05-30 22:00,287.0591955007,287.0416666667,14.0416666667,287.0416666667
,2018-05-30 23:00,287.4085136806,287.4916666667,14.4916666667,287.4916666667
,2018-05-31 00:00,287.3622419476,287.4666666667,14.4666666667,287.4666666667
,2018-05-31 01:00,286.8669129537,286.975,13.975,286.975
,2018-05-31 02:00,286.6577778828,286.775,13.775,286.775
,2018-05-31 03:00,286.5278001623,286.6416666667,13.6416666667,286.6416666667
,2018-05-31 04:00,286.3215159135,286.4083333333,13.4083333333,286.4083333333
,2018-05-31 05:00,305.5183474055,287.6063687762,13.9916666667,286.9916666667
,2018-05-31 06:00,298.8087713024,289.2785997598,15.8833333333,288.8833333333
,2018-05-31 07:00,301.7174341507,291.8687554362,18.4333333333,291.4333333333
,2018-05-31 08:00,305.2352509101,294.4107612802,21.3916666667,294.3916666667
,2018-05-31 09:00,301.2338889458,295.2254280947,22.5916666667,295.5916666667
,2018-05-31 10:00,300.7528267652,295.4741992134,22.9166666667,295.9166666667
,2018-05-31 11:00,303.5267762434,296.4117177594,23.8166666667,296.8166666667
,2018-05-31 12:00,304.3862299266,296.7377828189,24.2916666667,297.2916666667
,2018-05-31 13:00,301.9219764813,296.601119642,24.2666666667,297.2666666667
,2018-05-31 14:00,298.0675448552,295.1100330977,22.7666666667,295.7666666667
,2018-05-31 15:00,298.8311054111,294.1670456978,21.7166666667,294.7166666667
,2018-05-31 16:00,295.4908418343,293.361297065,20.6416666667,293.6416666667
,2018-05-31 17:00,301.926536453,294.4974414507,21.7583333333,294.7583333333
,2018-05-31 18:00,298.3745503727,293.6840912821,21.2,294.2
,2018-05-31 19:00,292.8017645876,291.4969055672,19.05,292.05
,2018-05-31 20:00,290.4392724495,290.8583333333,17.8583333333,290.8583333333
,2018-05-31 21:00,289.5716812409,289.9416666667,16.9416666667,289.9416666667
,2018-05-31 22:00,289.0163442215,289.3833333333,16.3833333333,289.3833333333
,2018-05-31 23:00,288.8464802014,289.25,16.25,289.25
,2018-06-01 00:00,288.2696435209,288.55,15.55,288.55
,2018-06-01 01:00,288.41028087,288.6666666667,15.6666666667,288.6666666667
,2018-06-01 02:00,287.9109258459,288.0833333333,15.0833333333,288.0833333333
,2018-06-01 03:00,287.6854403699,287.825,14.825,287.825
,2018-06-01 04:00,287.3943902305,287.4916666667,14.4916666667,287.4916666667
,2018-06-01 05:00,303.7207807271,288.3359450224,14.6916666667,287.6916666667
,2018-06-01 06:00,304.3641715304,290.1015483173,16.4916666667,289.4916666667
,2018-06-01 07:00,300.9272721764,291.928075918,18.3,291.3
,2018-06-01 08:00,296.1419806194,291.8667801904,18.2583333333,291.2583333333
,2018-06-01 09:00,296.0690901114,292.6207416245,19.425,292.425
,2018-06-01 10:00,294.8612406604,292.4155432559,19.075,292.075
,2018-06-01 11:00,298.6529173857,293.7122616969,20.0833333333,293.0833333333
,2018-06-01 12:00,295.8491646735,293.5447635328,20.4583333333,293.4583333333
,2018-06-01 13:00,304.0501517035,296.0537076328,23.2083333333,296.2083333333
,2018-06-01 14:00,303.9256333505,296.960228409,24.6833333333,297.6833333333
,2018-06-01 15:00,304.5091303871,297.0000013943,25.0333333333,298.0333333333
,2018-06-01 16:00,302.4077846522,296.3835186232,24.4916666667,297.4916666667
,2018-06-01 17:00,296.433596125,294.1221022174,21.65,294.65
,2018-06-01 18:00,294.10335634,292.2592493052,19.4583333333,292.4583333333
,2018-06-01 19:00,291.6804749776,290.7425771056,18.1083333333,291.1083333333
,2018-06-01 20:00,289.714755929,290.0083333333,17.0083333333,290.0083333333
,2018-06-01 21:00,289.098846391,289.2916666667,16.2916666667,289.2916666667
,2018-06-01 22:00,288.6078445731,288.7333333333,15.7333333333,288.7333333333
,2018-06-01 23:00,288.5064207995,288.6416666667,15.6416666667,288.6416666667
,2018-06-02 00:00,288.5381362194,288.7166666667,15.7166666667,288.7166666667
,2018-06-02 01:00,288.4576454645,288.6333333333,15.6333333333,288.6333333333
,2018-06-02 02:00,288.2584324982,288.4,15.4,288.4
,2018-06-02 03:00,287.611158775,287.7,14.7,287.7
,2018-06-02 04:00,287.2101189987,287.275,14.275,287.275
,2018-06-02 05:00,299.1887841399,287.8919811301,14.4333333333,287.4333333333
,2018-06-02 06:00,306.066161868,290.0748064992,16.375,289.375
,2018-06-02 07:00,302.9469288108,292.8375518121,19.8666666667,292.8666666667
,2018-06-02 08:00,300.1646900464,293.1315985529,20.3333333333,293.3333333333
,2018-06-02 09:00,302.0057194572,294.7722078843,22.125,295.125
,2018-06-02 10:00,303.5351418636,295.8898432235,23.3833333333,296.3833333333
,2018-06-02 11:00,303.3486793844,296.0253740202,23.55,296.55
,2018-06-02 12:00,303.5947726407,296.3017806776,23.8666666667,296.8666666667
,2018-06-02 13:00,298.9688599076,295.0719027942,22.775,295.775
,2018-06-02 14:00,300.283955669,295.5103092685,23.25,296.25
,2018-06-02 15:00,298.798040253,295.1867225989,22.9833333333,295.9833333333
,2018-06-02 16:00,295.081171802,292.9226545799,19.9333333333,292.9333333333
,2018-06-02 17:00,295.9018489948,292.6192399878,19.5583333333,292.5583333333
,2018-06-02 18:00,291.3545907747,290.736957574,17.9083333333,290.9083333333
,2018-06-02 19:00,289.3179035718,289.0254155028,16.15,289.15
,2018-06-02 20:00,287.9526264207,287.9583333333,14.9583333333,287.9583333333
,2018-06-02 21:00,287.8522648863,287.8416666667,14.8416666667,287.8416666667
,2018-06-02 22:00,287.4093846708,287.3916666667,14.3916666667,287.3916666667
,2018-06-02 23:00,286.9454573441,286.9166666667,13.9166666667,286.9166666667
,2018-06-03 00:00,286.5049051836,286.4833333333,13.4833333333,286.4833333333
,2018-06-03 01:00,285.8854270996,285.8583333333,12.8583333333,285.8583333333
,2018-06-03 02:00,285.4760776328,285.4666666667,12.4666666667,285.4666666667
,2018-06-03 03:00,285.2372577166,285.2583333333,12.2583333333,285.2583333333
,2018-06-03 04:00,284.9965470551,285.0083333333,12.0083333333,285.0083333333
,2018-06-03 05:00,289.7952250452,285.5310862762,12.25,285.25
,2018-06-03 06:00,297.3611093244,287.6514570323,14.2916666667,287.2916666667
,2018-06-03 07:00,315.6936521547,291.910567288,17.825,290.825
,2018-06-03 08:00,303.538766474,293.4254080092,20.65,293.65
,2018-06-03 09:00,303.2989750928,294.8930538594,22.3916666667,295.3916666667
,2018-06-03 10:00,301.5065572335,295.2105145841,22.8583333333,295.8583333333
,2018-06-03 11:00,301.8567596048,295.4843838344,23.0583333333,296.0583333333
,2018-06-03 12:00,304.5846232467,297.1282558582,24.9666666667,297.9666666667
,2018-06-03 13:00,296.6763780326,294.497354668,22.1583333333,295.1583333333
,2018-06-03 14:00,300.4537785132,294.1785608505,20.9833333333,293.9833333333
,2018-06-03 15:00,303.4734546409,296.5534743735,24.1916666667,297.1916666667
,2018-06-03 16:00,302.1822399046,296.187609165,23.9666666667,296.9666666667
,2018-06-03 17:00,299.5567514299,294.9604563887,22.5916666667,295.5916666667
,2018-06-03 18:00,295.0946991085,292.6503523266,19.775,292.775
,2018-06-03 19:00,293.0286116823,291.1216472732,18.425,291.425
,2018-06-03 20:00,289.9655950254,290.225,17.225,290.225
,2018-06-03 21:00,289.3179466471,289.525,16.525,289.525
,2018-06-03 22:00,288.7958817885,288.95,15.95,288.95
,2018-06-03 23:00,288.4555905012,288.6,15.6,288.6
,2018-06-04 00:00,288.2911323525,288.4166666667,15.4166666667,288.4166666667
,2018-06-04 01:00,288.1736691276,288.3166666667,15.3166666667,288.3166666667
,2018-06-04 02:00,287.8172696278,287.9083333333,14.9083333333,287.9083333333
,2018-06-04 03:00,287.5986750253,287.65,14.65,287.65
,2018-06-04 04:00,287.6877823708,287.75,14.75,287.75
,2018-06-04 05:00,305.6661003552,289.251485069,15.5166666667,288.5166666667
,2018-06-04 06:00,302.3404361417,290.6329804763,16.9666666667,289.9666666667
,2018-06-04 07:00,303.7604439728,293.1285283242,19.9833333333,292.9833333333
,2018-06-04 08:00,303.1045998579,294.0182939207,20.4083333333,293.4083333333
,2018-06-04 09:00,298.3755237405,294.0826741435,20.9833333333,293.9833333333
,2018-06-04 10:00,296.4911990078,293.6556695429,20.6916666667,293.6916666667
,2018-06-04 11:00,300.0091110045,293.0301415049,19.6416666667,292.6416666667
,2018-06-04 12:00,298.0164364181,293.6294150554,20.675,293.675
,2018-06-04 13:00,290.9406265441,290.2153637415,16.6666666667,289.6666666667
,2018-06-04 14:00,290.3443562301,289.3001828881,15.575,288.575
,2018-06-04 15:00,292.8386849524,289.7587121954,15.8916666667,288.8916666667
,2018-06-04 16:00,297.7210068994,291.1974924743,17.2166666667,290.2166666667
,2018-06-04 17:00,299.3633354564,291.701497568,17.8333333333,290.8333333333
,2018-06-04 18:00,298.124720224,291.3600980377,17.7666666667,290.7666666667
,2018-06-04 19:00,291.3902371165,289.3333646761,16.325,289.325
,2018-06-04 20:00,288.3217194721,288.2916666667,15.2916666667,288.2916666667
,2018-06-04 21:00,287.4812824781,287.4333333333,14.4333333333,287.4333333333
,2018-06-04 22:00,286.6136365446,286.5666666667,13.5666666667,286.5666666667
,2018-06-04 23:00,286.1106770713,286.05,13.05,286.05
,2018-06-05 00:00,285.6513257705,285.6,12.6,285.6
,2018-06-05 01:00,285.4402696884,285.3833333333,12.3833333333,285.3833333333
,2018-06-05 02:00,285.1371602364,285.0916666667,12.0916666667,285.0916666667
,2018-06-05 03:00,285.1725928054,285.1333333333,12.1333333333,285.1333333333
,2018-06-05 04:00,285.5061979524,285.5333333333,12.5333333333,285.5333333333
,2018-06-05 05:00,290.9896305111,285.8078008705,12.525,285.525
,2018-06-05 06:00,304.0850206593,288.3542255478,14.7666666667,287.7666666667
,2018-06-05 07:00,304.819754646,291.5454531591,18.425,291.425
,2018-06-05 08:00,306.0772670896,293.8095948354,20.975,293.975
,2018-06-05 09:00,306.0003628074,295.832280969,23.4083333333,296.4083333333
,2018-06-05 10:00,306.125677145,296.7897744393,24.5916666667,297.5916666667
,2018-06-05 11:00,304.9336856944,297.0722799341,24.9416666667,297.9416666667
,2018-06-05 12:00,304.0481548408,297.0139547329,24.8166666667,297.8166666667
,2018-06-05 13:00,299.8889822461,295.7124845845,23.4583333333,296.4583333333
,2018-06-05 14:00,299.8915469574,295.2314172854,23.2,296.2
,2018-06-05 15:00,297.7975189001,293.6485439447,21.1,294.1
,2018-06-05 16:00,310.7751811139,296.5068598004,23.5416666667,296.5416666667
,2018-06-05 17:00,300.8863938393,294.9404262223,22.3916666667,295.3916666667
,2018-06-05 18:00,292.6737217285,290.9723938381,18,291
,2018-06-05 19:00,290.9211754186,289.7146500962,16.8166666667,289.8166666667
,2018-06-05 20:00,288.5689612293,288.6,15.6,288.6
,2018-06-05 21:00,287.8573999669,287.8333333333,14.8333333333,287.8333333333
,2018-06-05 22:00,287.5342575264,287.5,14.5,287.5
,2018-06-05 23:00,287.0446960048,287.0166666667,14.0166666667,287.0166666667
,2018-06-06 00:00,286.5364804935,286.5,13.5,286.5
,2018-06-06 01:00,286.2078270823,286.175,13.175,286.175
,2018-06-06 02:00,286.2374535961,286.2166666667,13.2166666667,286.2166666667
,2018-06-06 03:00,286.0625713158,286.0666666667,13.0666666667,286.0666666667
,2018-06-06 04:00,285.9693615536,285.9666666667,12.9666666667,285.9666666667
,2018-06-06 05:00,294.2242062497,286.8561658059,13.35,286.35
,2018-06-06 06:00,307.5337445883,289.4049145941,15.6,288.6
,2018-06-06 07:00,302.100314533,292.0195771235,19.0666666667,292.0666666667
,2018-06-06 08:00,304.5694316735,294.2974006831,21.55,294.55
,2018-06-06 09:00,303.7193964468,295.6781126961,23.2416666667,296.2416666667
,2018-06-06 10:00,304.7071898352,296.710320482,24.3833333333,297.3833333333
,2018-06-06 11:00,301.907225163,296.0953945728,23.8916666667,296.8916666667
,2018-06-06 12:00,293.2591498048,292.4124359841,19.6666666667,292.6666666667
,2018-06-06 13:00,294.1938834505,290.9404914808,17.3666666667,290.3666666667
,2018-06-06 14:00,300.2466580162,294.024750573,20.525,293.525
,2018-06-06 15:00,301.7206809068,294.9025297577,21.675,294.675
,2018-06-06 16:00,307.5578366018,296.3909076833,23.4583333333,296.4583333333
,2018-06-06 17:00,302.0747834762,295.2095616453,22.7166666667,295.7166666667
,2018-06-06 18:00,298.3651256521,293.3710015707,20.7833333333,293.7833333333
,2018-06-06 19:00,292.9175997575,291.9234458456,19.575,292.575
,2018-06-06 20:00,290.7790788712,291.1166666667,18.1166666667,291.1166666667
,2018-06-06 21:00,289.9321308684,290.1,17.1,290.1
,2018-06-06 22:00,289.4004236583,289.4916666667,16.4916666667,289.4916666667
,2018-06-06 23:00,289.4651992408,289.5416666667,16.5416666667,289.5416666667
,2018-06-07 00:00,289.3892580553,289.4416666667,16.4416666667,289.4416666667
,2018-06-07 01:00,288.3461280898,288.3583333333,15.3583333333,288.3583333333
,2018-06-07 02:00,288.1430088306,288.1,15.1,288.1
,2018-06-07 03:00,288.0315949837,287.9833333333,14.9833333333,287.9833333333
,2018-06-07 04:00,287.6323950666,287.5916666667,14.5916666667,287.5916666667
,2018-06-07 05:00,296.9638653282,288.2490686732,14.5416666667,287.5416666667
,2018-06-07 06:00,295.0448278028,289.0325956659,15.4916666667,288.4916666667
,2018-06-07 07:00,307.0377599879,291.9462483151,17.6583333333,290.6583333333
,2018-06-07 08:00,299.776439098,292.4351608252,18.7416666667,291.7416666667
,2018-06-07 09:00,299.161282268,293.2464074961,19.9333333333,292.9333333333
,2018-06-07 10:00,297.932041339,293.6745590665,20.5166666667,293.5166666667
,2018-06-07 11:00,298.1303660221,293.6486816119,20.5416666667,293.5416666667
,2018-06-07 12:00,291.9317703367,290.8681043727,17.5916666667,290.5916666667
,2018-06-07 13:00,304.8983746496,293.7883737051,19.925,292.925
,2018-06-07 14:00,305.6487169057,296.0976086518,23.2333333333,296.2333333333
,2018-06-07 15:00,299.8261908588,295.2853102591,22.875,295.875
,2018-06-07 16:00,293.6090085829,292.012007165,19.0583333333,292.0583333333
,2018-06-07 17:00,294.0232111807,290.7913467365,17.3,290.3
,2018-06-07 18:00,296.7685163646,290.770497871,17.2083333333,290.2083333333
,2018-06-07 19:00,292.2771512076,289.63324881,16.6,289.6
,2018-06-07 20:00,288.3516677084,288.3333333333,15.3333333333,288.3333333333
,2018-06-07 21:00,287.9908394138,287.9416666667,14.9416666667,287.9416666667
,2018-06-07 22:00,288.0124574895,287.9583333333,14.9583333333,287.9583333333
,2018-06-07 23:00,287.4569088176,287.4,14.4,287.4
,2018-06-08 00:00,286.811746536,286.75,13.75,286.75
,2018-06-08 01:00,286.6687698011,286.5916666667,13.5916666667,286.5916666667
,2018-06-08 02:00,286.5762288957,286.4916666667,13.4916666667,286.4916666667
,2018-06-08 03:00,286.7185418633,286.6333333333,13.6333333333,286.6333333333
,2018-06-08 04:00,286.605910844,286.5166666667,13.5166666667,286.5166666667
,2018-06-08 05:00,287.7774901363,287.3158221334,13.9166666667,286.9166666667
,2018-06-08 06:00,288.6629474012,287.6783699277,13.8416666667,286.8416666667
,2018-06-08 07:00,288.8168106681,287.5138795243,13.9333333333,286.9333333333
,2018-06-08 08:00,296.2117274301,289.0245064589,14.6583333333,287.6583333333
,2018-06-08 09:00,306.4093886315,292.8287629659,18.7666666667,291.7666666667
,2018-06-08 10:00,312.4568361564,295.1056745775,21.1166666667,294.1166666667
,2018-06-08 11:00,305.3977942181,295.0831546825,22.2916666667,295.2916666667
,2018-06-08 12:00,299.9761130246,294.4506136198,21.9333333333,294.9333333333
,2018-06-08 13:00,295.8244940057,293.1377370619,20.425,293.425
,2018-06-08 14:00,301.3218054064,294.8840024019,22.225,295.225
,2018-06-08 15:00,302.8109181556,294.9999750661,22.625,295.625
,2018-06-08 16:00,303.0290430593,295.7834741879,23.6416666667,296.6416666667
,2018-06-08 17:00,299.4734878624,294.1485629097,21.6416666667,294.6416666667
,2018-06-08 18:00,297.874878901,293.1786552798,20.2666666667,293.2666666667
,2018-06-08 19:00,291.4073958695,290.5491885255,17.9333333333,290.9333333333
,2018-06-08 20:00,288.8747120134,289.1666666667,16.1666666667,289.1666666667
,2018-06-08 21:00,287.7142327994,288,15,288
,2018-06-08 22:00,287.1247087506,287.4333333333,14.4333333333,287.4333333333
,2018-06-08 23:00,286.7747198947,287.0583333333,14.0583333333,287.0583333333
,2018-06-09 00:00,286.7467802819,287.0083333333,14.0083333333,287.0083333333
,2018-06-09 01:00,286.3724610205,286.575,13.575,286.575
,2018-06-09 02:00,286.0335057272,286.175,13.175,286.175
,2018-06-09 03:00,285.8706657266,285.975,12.975,285.975
,2018-06-09 04:00,285.5627593585,285.65,12.65,285.65
,2018-06-09 05:00,296.5653321842,286.5207409371,13.15,286.15
,2018-06-09 06:00,302.8598032666,289.063569083,15.4583333333,288.4583333333
,2018-06-09 07:00,302.5468459076,291.5515600616,18.35,291.35
,2018-06-09 08:00,304.8614219159,293.8091593867,20.75,293.75
